_id.courseId,_id.sectionId,_id.unitId,user,start_time,end_time,total_time
28,1,2,14090,2018-03-29T18:40:00.294Z,2018-03-29T18:41:33.750Z,93456
28,1,2,13054,2018-03-30T13:56:13.892Z,2018-03-30T13:57:42.555Z,88663
28,1,2,13793,2018-03-30T16:35:05.540Z,2018-03-30T16:38:41.512Z,215972
28,1,2,14115,2018-03-31T06:03:13.447Z,2018-03-31T06:03:17.112Z,3665
28,1,2,13054,2018-03-31T10:47:06.912Z,2018-03-31T10:47:19.827Z,12915
28,1,2,1374,2018-03-31T14:17:48.866Z,2018-03-31T14:20:00.649Z,131783
28,1,2,14135,2018-03-31T19:10:14.147Z,2018-03-31T19:10:26.055Z,11908
28,1,2,1921,2018-04-01T05:00:20.686Z,2018-04-01T05:04:00.546Z,219860
28,1,2,14163,2018-04-01T18:49:35.147Z,2018-04-01T18:49:45.982Z,10835
28,1,2,14163,2018-04-01T18:49:55.022Z,2018-04-01T18:50:16.562Z,21540
28,1,2,8077,2018-04-02T02:17:33.091Z,2018-04-02T02:20:21.167Z,168076
28,1,2,1079,2018-04-02T23:46:37.954Z,2018-04-02T23:47:05.391Z,27437
28,1,2,14015,2018-04-04T11:29:46.729Z,2018-04-04T11:29:55.579Z,8850
28,1,2,14280,2018-04-07T07:02:30.213Z,2018-04-07T07:05:26.467Z,176254
28,1,2,14282,2018-04-07T08:22:51.936Z,2018-04-07T08:24:35.895Z,103959
28,1,2,13813,2018-04-07T10:20:42.554Z,2018-04-07T10:21:04.277Z,21723
28,1,2,13813,2018-04-07T10:22:34.961Z,2018-04-07T10:23:18.096Z,43135
28,1,2,13813,2018-04-07T10:24:11.483Z,2018-04-07T10:24:12.441Z,958
28,1,2,13813,2018-04-07T11:06:07.681Z,2018-04-07T11:06:11.468Z,3787
28,1,2,13813,2018-04-07T12:16:19.925Z,2018-04-07T12:16:22.070Z,2145
28,1,2,14292,2018-04-07T15:54:31.893Z,2018-04-07T15:54:55.696Z,23803
28,1,2,13631,2018-04-07T16:24:14.748Z,2018-04-07T16:24:26.049Z,11301
28,1,2,14265,2018-04-07T16:42:06.480Z,2018-04-07T16:42:11.942Z,5462
28,1,2,14002,2018-04-07T22:13:11.691Z,2018-04-07T22:13:32.552Z,20861
28,1,2,13669,2018-04-08T02:42:43.460Z,2018-04-08T02:42:52.526Z,9066
28,1,2,13566,2018-04-09T12:13:41.109Z,2018-04-09T12:13:51.216Z,10107
28,1,2,6000,2018-04-09T13:45:17.331Z,2018-04-09T13:58:56.290Z,818959
28,1,2,6000,2018-04-09T14:00:57.266Z,2018-04-09T14:11:07.021Z,609755
28,1,2,1079,2018-04-09T22:35:49.048Z,2018-04-09T22:35:52.682Z,3634
28,1,2,14356,2018-04-10T07:37:03.061Z,2018-04-10T07:37:07.372Z,4311
28,1,2,14357,2018-04-10T08:05:48.489Z,2018-04-10T08:06:57.650Z,69161
28,1,2,14373,2018-04-10T15:25:32.125Z,2018-04-10T15:27:06.744Z,94619
28,1,2,1079,2018-04-11T06:40:51.463Z,2018-04-11T06:41:37.642Z,46179
28,1,2,1749,2018-04-11T17:18:41.195Z,2018-04-11T17:19:10.231Z,29036
28,1,2,14381,2018-04-11T18:04:06.838Z,2018-04-11T18:15:06.253Z,659415
28,1,2,14381,2018-04-11T18:25:31.509Z,2018-04-11T18:28:24.395Z,172886
28,1,2,14424,2018-04-12T07:15:31.728Z,2018-04-12T07:15:38.510Z,6782
28,1,2,14424,2018-04-12T07:16:29.456Z,2018-04-12T07:18:37.871Z,128415
28,1,2,14424,2018-04-12T07:31:20.951Z,2018-04-12T07:31:53.824Z,32873
28,1,2,14429,2018-04-12T10:36:39.082Z,2018-04-12T10:36:54.751Z,15669
28,1,2,14381,2018-04-12T16:12:09.868Z,2018-04-12T16:12:17.463Z,7595
